시군명,사업장명,전화번호,처리업종구분명,처리대상폐기물정보,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
고양시,고양재활용 주식회사,031-975-6986,⑧,,10256,경기도 고양시 일산동구 지영동 382-40번지 12-20,"경기도 고양시 일산동구 지영로100번길 12-23, 12-20(1동) (지영동)",37.70738472,126.8232785
고양시,대광에코텍 주식회사,031-977-5277,⑧,,10254,경기도 고양시 일산동구 지영동 411번지,경기도 고양시 일산동구 문원길 82-20 (지영동),37.71483119,126.8204197
고양시,(주)유신자원(설문동지점),02-382-4112,⑧,,10245,경기도 고양시 일산동구 설문동 610번지 다동,"경기도 고양시 일산동구 고봉로 819번길 59 가동, 다동 (설문동)",37.72894755,126.7976514
고양시,주식회사 세정크린,,⑧,,10329,"경기도 고양시 일산동구 성석동 937-1번지 (성석동 937-3,6번지)","경기도 고양시 일산동구 성석로 285-81 (성석동  937-3,6번지)",37.70133681,126.7925577
고양시,일이환경 주식회사,031-979-1251,①ⓐ,,10264,경기도 고양시 덕양구 내유동 300-1번지,경기도 고양시 덕양구 통일로1108번길 9 (내유동),37.71363971,126.8521304
고양시,필환경,,①ⓐ,,10402,경기도 고양시 일산동구 장항동 846번지 센트럴프라자 301호,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 301호 (장항동)",37.65838038,126.7733748
고양시,우주환경 주식회사,031-969-3322,①ⓐ,,10460,경기도 고양시 덕양구 주교동 602번지 성광빌딩,"경기도 고양시 덕양구 고양시청로 13-2, 성광빌딩 (주교동)",37.65745613,126.832008
고양시,신세기그린,031-907-3877,①ⓐ,,10313,경기도 고양시 일산동구 성석동 52-11번지,경기도 고양시 일산동구 성현로268번길 95-15 (성석동),37.70167909,126.8154237
고양시,대영리사이클링(주),031-977-0574,①ⓐ,,10313,경기도 고양시 일산동구 문봉동 260-1번지,경기도 고양시 일산동구 견달산로369번길 95 (문봉동),37.6961502,126.8178792
고양시,(주)천지조경건설,031-932-0433,①ⓐ,,10401,경기도 고양시 일산동구 장항동 752-1번지 호수그린오피스텔 603호,"경기도 고양시 일산동구 무궁화로 8-38, 호수그린오피스텔 603호 (장항동)",37.65981785,126.7667964
고양시,(주)케이아이피홀딩스,,①ⓐ,,10543,경기도 고양시 덕양구 덕은동 712번지 힐스테이트 에코 덕은 2동 1230호,"경기도 고양시 덕양구 으뜸로 110, 2동 1230호 (덕은동)",37.5786265,126.8681947
고양시,동방환경,031-976-8011,①ⓑ,,10256,경기도 고양시 일산동구 지영동 128번지 B동,"경기도 고양시 일산동구 지영로 286, B동 (지영동)",37.72142279,126.8319787
고양시,상우친환경,031-938-2008,①ⓑ,,10282,경기도 고양시 덕양구 대자동 421-3번지,경기도 고양시 덕양구 호국로1539번길 59-46 (대자동),37.68849306,126.8963331
고양시,보산환경주식회사,031-947-3324,①ⓑ,,10265,경기도 고양시 덕양구 관산동 685-26번지 2층,"경기도 고양시 덕양구 고골길 24, 2층 (관산동)",37.71002395,126.8568021
고양시,(주)청솔씨앤티,031-976-8282,①ⓑ,,10254,경기도 고양시 일산동구 설문동 103-1번지,경기도 고양시 일산동구 문원길102번길 111 (설문동),37.71920711,126.8227738
고양시,우주환경(주),031-969-3322,①ⓑ,,10460,경기도 고양시 덕양구 주교동 602번지,경기도 고양시 덕양구 고양시청로 13-2 (주교동),37.65745613,126.832008
고양시,늘푸른환경,031-976-3312,①ⓐ,,10252,경기도 고양시 일산동구 설문동 530-126,경기도 고양시 일산동구 설문동 530-126,37.72039065,126.7997542
고양시,상우친환경,031-938-2008,①ⓐ,,10282,경기도 고양시 덕양구 대자동 421-3번지,경기도 고양시 덕양구 호국로1539번길 59-46 (대자동),37.68849306,126.8963331
고양시,(주)서호환경,031-995-8325,①ⓐ,,10390,경기도 고양시 일산서구 대화동 2700번지 제2킨텍스 601동,"경기도 고양시 일산서구 킨텍스로 217-59, 제2킨텍스 601동 (대화동)",37.66467404,126.7422468
고양시,(주)드림리사이클링,031-942-6270,①ⓐ,,10380,경기도 고양시 일산서구 대화동 2199번지 신동아노블타워 755호,"경기도 고양시 일산서구 중앙로 1542, 신동아노블타워 755호 (대화동)",37.67534524,126.7506431
고양시,(주)다온환경,031-966-9984,①ⓐ,,10449,경기도 고양시 일산동구 백석동 1309번지 우림보보카운티 1동 715호,"경기도 고양시 일산동구 일산로 38, 우림보보카운티 1동 715호 (백석동)",37.64185382,126.7872848
고양시,주식회사 팔도산업,070-4124-3768,①ⓐ,,10387,경기도 고양시 일산서구 주엽동 115-1번지 시대프라자 512호,"경기도 고양시 일산서구 주엽로 134, 시대프라자 512호 (주엽동)",37.6707057,126.7581282
고양시,(주)깨끗한도시,031-925-3340,①ⓐ,,10329,경기도 고양시 일산동구 성석동 1905번지,경기도 고양시 일산동구 성석로 271 (성석동),37.7008801,126.797576
고양시,(주)성림에너지,031-923-5700,①ⓐ,,10204,경기도 고양시 일산서구 구산동 5-10번지,경기도 고양시 일산서구 덕산로65번길 37-27 (구산동),37.69606796,126.7121408
고양시,삼정상사 주식회사,070-4354-1944,①ⓐ,,10401,경기도 고양시 일산동구 장항동 756번지 에메랄드빌딩 504호,"경기도 고양시 일산동구 중앙로1275번길 60-31, 504호 (장항동, 에메랄드빌딩)",37.66014371,126.7684711
고양시,제이제이이엔씨(주),031-975-0327,①ⓐ,,10338,경기도 고양시 일산동구 중산동 1579-1번지 성지프라자,"경기도 고양시 일산동구 탄중로 429, 성지프라자 502-72호 (중산동)",37.68713846,126.7787424
고양시,㈜만림환경,031-911-9667,①ⓐ,,10401,경기도 고양시 일산동구 장항동 775-1번지 마이다스 오피스텔 316호,"경기도 고양시 일산동구 중앙로 1305-30, 마이다스 오피스텔 316호 (장항동)",37.66153017,126.7696706
고양시,(주)거상자원,031-905-6127,①ⓐ,,10428,경기도 고양시 일산동구 장항동 544-8번지,경기도 고양시 일산동구 장대길 160-10 (장항동),37.64205963,126.7606802
고양시,엘림환경,,①ⓐ,,10257,경기도 고양시 일산동구 설문동 167-70번지,경기도 고양시 일산동구 장진천길 14-34 (설문동),37.70871277,126.8129085
고양시,한국위생,031-968-1877,①ⓐ,,10266,경기도 고양시 덕양구 관산동 17-48번지 신흥개발상사,"경기도 고양시 덕양구 동헌로 93, 신흥개발상사 (관산동)",37.70610907,126.8678855
고양시,에이치케이환경,,①ⓐ,,10402,경기도 고양시 일산동구 장항동 857번지 호수광장빌딩 204호,"경기도 고양시 일산동구 중앙로1261번길 19, 호수광장빌딩 204호 (장항동)",37.65825882,126.7726617
고양시,(주)가온누리,031-922-5708,①ⓐ,,10313,경기도 고양시 일산동구 성석동 111번지,경기도 고양시 일산동구 진밭로70번길 48-135 (성석동),37.69588504,126.8094879
고양시,금탑환경(주),031-947-4009,①ⓐ,,10402,경기도 고양시 일산동구 장항동 863-2번지,경기도 고양시 일산동구 정발산로 11 (장항동),37.65655804,126.7701842
고양시,(주)흥명환경,031-963-8460,①ⓐ,,10261,경기도 고양시 일산동구 사리현동 240-5번지 다동,"경기도 고양시 일산동구 공릉천로 100, 다동 (사리현동)",37.7018204,126.8466861
고양시,(주)여명산업,031-938-0812,①ⓐ,,10252,경기도 고양시 일산동구 성석동 527-1번지 203호,"경기도 고양시 일산동구 성현로 187, 203호 (성석동)",37.70913803,126.8070278
고양시,(주)신세기바이오,031-907-3876,①ⓐ,,10313,경기도 고양시 일산동구 성석동 52-11번지,경기도 고양시 일산동구 성현로268번길 95-15 (성석동),37.70167909,126.8154237
고양시,(주)크린자원산업,031-975-9594,①ⓐ,,10256,경기도 고양시 일산동구 지영동 43번지,경기도 고양시 일산동구 지영로196번길 183 (지영동),37.71286108,126.8353117
고양시,리코,031-977-9712,①ⓐ,,10364,경기도 고양시 일산동구 장항동 750-1번지 대우메종리브르 603호,"경기도 고양시 일산동구 호수로 672, 대우메종리브르 603호 (장항동)",37.6614751,126.7651588
고양시,승진환경,031-946-7726,①ⓐ,,10338,경기도 고양시 일산동구 중산동 1579-1번지 성지프라자 501동 50호,"경기도 고양시 일산동구 탄중로 429, 성지프라자 501동 50호 (중산동)",37.68713846,126.7787424
고양시,(주)씨에스환경,031-946-7726,①ⓐ,,10338,경기도 고양시 일산동구 중산동 1579-1번지 성지프라자,"경기도 고양시 일산동구 탄중로 429, 성지프라자 503-64호 (중산동)",37.68713846,126.7787424
고양시,주식회사 세정크린,031-975-7266,①ⓐ,,10329,경기도 고양시 일산동구 성석동 937-3,경기도 고양시 일산동구 성석동 937-3,37.70148136,126.7918272
고양시,신성이엔씨 주식회사,,①ⓐ,,10508,경기도 고양시 덕양구 토당동 344-73번지 203호,"경기도 고양시 덕양구 능곡로13번길 20, 203호 (토당동)",37.622418,126.8203553
고양시,(주)흥명환경,031-963-8460,①ⓑ,,10261,경기도 고양시 일산동구 사리현동 240-5번지 다동,"경기도 고양시 일산동구 공릉천로 100, 다동 (사리현동)",37.7018204,126.8466861
고양시,(주)정원산업,031-977-8932,①ⓑ,,10402,경기도 고양시 일산동구 장항동 863-2번지 일호골든타워 501호,"경기도 고양시 일산동구 정발산로 11, 501호 (장항동, 일호골든타워)",37.65655804,126.7701842
고양시,(주)세진리싸이클링,070-5099-0860,①ⓑ,,10262,경기도 고양시 덕양구 내유동 374-10번지 2동 2층,"경기도 고양시 덕양구 통일로1031번길 322, 2동 2층 (내유동)",37.71480117,126.8437584
고양시,엘림환경,,①ⓑ,,10257,경기도 고양시 일산동구 설문동 167-70번지 1층,"경기도 고양시 일산동구 장진천길 14-34, 1층 (설문동)",37.70871277,126.8129085
고양시,희성환경,031-909-1372,①ⓑ,,10402,경기도 고양시 일산동구 장항동 863-2번지 일호골든타워 401-2-10호,"경기도 고양시 일산동구 정발산로 11, 401-2-10호 (장항동, 일호골든타워)",37.65655804,126.7701842
고양시,세종산업자원(주),031-977-1300,①ⓑ,,10256,경기도 고양시 일산동구 지영동 369번지,경기도 고양시 일산동구 지영로 36-31 (지영동),37.70622846,126.8259777
고양시,송포유통,,①ⓑ,,10200,경기도 고양시 일산서구 구산동 1406-1번지,경기도 고양시 일산서구 이산포길 574-8 (구산동),37.68738388,126.6810659
고양시,대왕자원,031-941-8657,①ⓑ,,10253,경기도 고양시 일산동구 설문동 1240번지,경기도 고양시 일산동구 장진천길 154-2 (설문동),37.72182829,126.8115959
고양시,라움환경,,①ⓑ,,10510,경기도 고양시 덕양구 토당동 373-10번지 3층 431호,"경기도 고양시 덕양구 지도로 57, 3층 431호 (토당동)",37.62231473,126.824345
고양시,대성,,①ⓑ,,10273,경기도 고양시 덕양구 고양동 285번지 301호,"경기도 고양시 덕양구 대양로285번길 33-1, 301호 (고양동)",37.70308849,126.8951597
고양시,(주)에코원,031-971-2052,①ⓑ,,10500,,"경기도 고양시 덕양구 화신로260번길 57-15, 요진타워 7층 705-2호 (화정동)",,
고양시,(주)크린자원산업,031-975-9594,①ⓑ,,10256,경기도 고양시 일산동구 지영동 43번지,경기도 고양시 일산동구 지영로196번길 183 (지영동),37.71286108,126.8353117
고양시,더나은해광환경,031-924-2949,①ⓑ,,10222,경기도 고양시 일산서구 대화동 771-3번지,경기도 고양시 일산서구 대화로 142 (대화동),37.67115762,126.7357402
고양시,승아환경,031-970-7199,①ⓒ,,10507,경기도 고양시 덕양구 토당동 833-14번지 동아4빌딩 204호,"경기도 고양시 덕양구 토당로168번길 7-4, 204호(토당동)",37.62806637,126.8214031
고양시,협신개발,031-973-3753,①ⓒ,,10402,경기도 고양시 일산동구 장항동 863-2번지 504-20호,"경기도 고양시 일산동구 정발산로 11, 504-20호(장항동)",37.65655804,126.7701842
고양시,신용환경,,①ⓒ,,10523,경기도 고양시 덕양구 행신동 709-1번지 무원빌딩 602호,"경기도 고양시 덕양구 무원로 6, 602호(행신동)",37.6134388,126.8326512
고양시,천은환경,,①ⓒ,,10313,경기도 고양시 일산동구 성석동 43-2번지,경기도 고양시 일산동구 성현로268번길 267-40(성석동),37.70297962,126.8158768
고양시,㈜세정크린,031-901-0882,①ⓒ,,10329,경기도 고양시 일산동구 성석동 937-3,경기도 고양시 일산동구 성석동 937-3,37.70148136,126.7918272
고양시,㈜성보산업,02-3158-5666,①ⓒ,,10537,경기도 고양시 덕양구 화전동 455-22번지,경기도 고양시 덕양구 흥도로 47(화전동),37.61347662,126.8673335
고양시,㈜한진산업고양지점,031-979-0461,①ⓒ,,10536,경기도 고양시 덕양구 도내동 707,경기도 고양시 덕양구 도내동 707,37.61129742,126.8576987
고양시,두손개발㈜,,①ⓒ,,10510,경기도 고양시 덕양구 토당동 373-10번지 3층 427호,"경기도 고양시 덕양구 지도로57, 3층 427호",37.62231473,126.824345
고양시,성실개발,,①ⓒ,,10381,경기도 고양시 일산서구 대화동 2223-2번지 202호 내 30-6호,"경기도 고양시 일산서구 일산로774, 202호 내 30-6호",37.67489035,126.7485612
고양시,㈜강남늘푸른환경,02-573-8383,⑧,,10551,경기도 고양시 덕양구 도내동 1048-5번지,경기도 고양시 덕양구 도래울안길 40,37.62971826,126.8740182
고양시,신평환경,,①ⓒ,,10427,경기도 고양시 덕양구 신평동 3-80번지,경기도 고양시 덕양구 신평길 184-20(신평동),37.62468279,126.7871655
고양시,㈜사람과소재,1800-7834,①ⓒ,,10526,경기도 고양시 덕양구 행신동 757-2번지 행신프라자 406호,"경기도 고양시 덕양구 용현로 27, 406호(행신동)",37.61522221,126.8356266
고양시,사람과환경㈜,031-919-3770,①ⓒ,,10551,경기도 고양시 덕양구 도내동 1028번지 광복빌딩 204호,"경기도 고양시 덕양구 도래울2로 9-1, 204호(도내동)",37.63013182,126.8704335
고양시,㈜만호건축,,①ⓒ,,10205,경기도 고양시 일산서구 가좌동 21-1번지,경기도 고양시 일산서구 송포로425번길 70,37.70146156,126.7235749
고양시,㈜동양개발,,①ⓒ,,10381,경기도 고양시 일산서구 대화동 2223-2번지 201-13호,"경기도 고양시 일산서구 일산로774, 201-13호",37.67489035,126.7485612
고양시,㈜바른개발,,①ⓒ,,10541,경기도 고양시 덕양구 현천동 139번지 201호,"경기도 고양시 덕양구 대덕로141번길 2, 201호(현천동)",37.59337804,126.8658838
고양시,㈜여명산업,031-938-0812,①ⓒ,,10252,경기도 고양시 일산동구 성석동 527-1번지 203호,"경기도 고양시 일산동구 성현로 187, 203호",37.70913803,126.8070278
