시설명,소재지도로명주소,소재지지번주소,위도,경도,업종명,전문처리분야명,처리폐기물정보,영업구역,시설·장비명,허가일자,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
㈜디케이보드,광주광역시 광산구 손재로 436-54(오선동),,35.20409466,126.8007508,폐기물종합재활용업,기타,51-03-06+,전국,,2014-02-24,062-952-5595,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜하남제일상사 광산지점,광주광역시 광산구 사암로826(도천동),,35.21496302,126.8211689,폐기물종합재활용업,기타,51-03-06+,전국,,2012-05-25,062-959-2240,광주광역시 광산구청,2025-12-23,6290000,광주광역시
(주)메탈링크,광주광역시 광산구 평동산단외로 197(지죽동),,35.14051668,126.7606898,폐기물종합재활용업,기타,51-15-01+51-15-02,전국,,2014-04-17,062-953-6861,광주광역시 광산구청,2025-12-23,6290000,광주광역시
광일산업,광주광역시 광산구 삼도로 2-2(삼거동),,35.16811903,126.6656583,폐기물종합재활용업,기타,51-03-01+,전국,,2014-02-20,062-944-9880,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜새광산업,광주광역시 광산구 하남산단2번로 29(하남동),,35.1877161,126.7982499,폐기물종합재활용업,기타,51-03-01+,전국,,2013-08-30,062-943-6810,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜송대에코,광주광역시 광산구 동곡로194번길 137(유계동),,35.09271051,126.7888742,폐기물종합재활용업,기타,51-03-06+,전국,,2012-02-24,062-962-0234,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜크린환경산업,광주광역시 광산구 삼도봉학길 42(송학동),,35.124875,126.6764501,폐기물종합재활용업,기타,51-20-21+51-20-22+51-20-23+51-20-24+51-20-25+51-20-26+51-20-99,전국,,2013-11-07,062-944-0930,광주광역시 광산구청,2025-12-23,6290000,광주광역시
명성플라스틱,광주광역시 광산구 본량동서로 502(동림동),,35.21058745,126.694863,폐기물종합재활용업,기타,51-20-21+51-20-22+51-20-23+51-20-24+51-20-25+51-20-26+51-20-99,전국,,2013-11-05,062-943-4700,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜우리인더스트리,광주광역시 광산구 평동로803번길 117-16(용동),,35.13521055,126.7600046,폐기물종합재활용업,기타,51-03-01+,전국,,2013-11-05,,광주광역시 광산구청,2025-12-23,6290000,광주광역시
삼성환경,광주광역시 서구 월드컵4강로 192-1,광주광역시 서구 내방동 842-5,35.15330058,126.8696559,폐기물수집및운반업,,51-01-99,전국,,2024-09-21,062-372-1888,광주광역시 서구청,2025-12-23,6290000,광주광역시
승빈환경자원,광주광역시 서구 풍서좌로 299번길 10,광주광역시 서구 세하동 930-55,35.12755607,126.8370351,폐기물수집및운반업,,51-01-99,전국,,2024-09-02,062-372-1244,광주광역시 서구청,2025-12-23,6290000,광주광역시
서영스틸환경,광주광역시 서구 하남대로 550번길 39-6,광주광역시 서구 동천동 200,35.1700378,126.8521397,폐기물수집및운반업,,51-99-00,전국,,2024-08-14,,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜자유환경,,광주광역시 서구 금호동 506,35.13569279,126.8480431,폐기물수집및운반업,,51-01-99,전국,,2024-06-04,062-383-9727,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜자유환경,,광주광역시 서구 금호동 506,35.13569279,126.8480431,폐기물수집및운반업,,91-99-00,전국,,2024-06-04,062-383-9727,광주광역시 서구청,2025-12-23,6290000,광주광역시
유한회사 디케이메디,광주광역시 서구 마산길 4-6(세하동),광주광역시 서구 세하동 206,35.12593896,126.8317792,폐기물수집및운반업,,51-27-04,전국,,2024-04-04,062-710-9876,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜제일자원,"광주광역시 서구 상무화원로32번길 23, 402호(치평동)",광주광역시 서구 치평동 1320-5,35.14591142,126.845683,폐기물수집및운반업,,51-99-00,전국,,2023-04-24,062-385-0746,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜광산환경,광주광역시 서구 무진대로 468 (덕흥동),,35.16041847,126.8319559,폐기물수집및운반업,,51-99-00,전국,,2022-04-14,062-531-6112,광주광역시 서구청,2025-12-23,6290000,광주광역시
광주광역시 서구 시설관리공단,"광주광역시 서구 경열로17번길 9, 6층(농성동)",광주광역시 서구 농성동 269-8,35.15314223,126.8893169,폐기물수집및운반업,,51-99-00,전국,,2021-12-29,062-601-6003,광주광역시 서구청,2025-12-23,6290000,광주광역시
유한회사토비,광주광역시 서구 금화로73번길 6-39(금호동),광주광역시 서구 금호동 757-13,35.13358454,126.8575425,폐기물수집및운반업,,51-27-99,전국,,2021-08-26,062-374-3325,광주광역시 서구청,2025-12-23,6290000,광주광역시
하나메디원,광주광역시 서구 벽진길 43-3(벽진동),광주광역시 서구 벽진동 445,35.13242553,126.8351862,폐기물수집및운반업,,51-27-04,전국,,2020-02-21,062-375-1901,광주광역시 서구청,2025-12-23,6290000,광주광역시
(유)클린메디센타,광주광역시 서구 용두길 59(용두동),광주광역시 서구 용두동 442-18,35.09752514,126.8166863,폐기물수집및운반업,,51-27-04,전국,,2020-02-11,062-268-2681,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜광주삼우그린,광주광역시 서구 무진대로 499 (덕흥동),광주광역시 서구 덕흥동 42-1,35.16265047,126.8353486,폐기물수집및운반업,,51-27-04,전국,,2020-01-30,062-942-8383,광주광역시 서구청,2025-12-23,6290000,광주광역시
(유)태영환경산업,광주광역시 서구 월드컵4강로112번길 5-17(화정동),광주광역시 서구 화정동 334-100,35.14704151,126.8728833,폐기물수집및운반업,,51-99-00,전국,,2019-02-15,062-374-2464,광주광역시 서구청,2025-12-23,6290000,광주광역시
(유)태영환경산업,광주광역시 서구 월드컵4강로112번길 5-17(화정동),광주광역시 서구 화정동 334-100,35.14704151,126.8728833,폐기물수집및운반업,,51-99-00,전국,,2016-01-11,062-374-2464,광주광역시 서구청,2025-12-23,6290000,광주광역시
성심환경,"광주광역시 서구 화개1로 24번길 9, 108동 1205호(금호동,대주아파트)",광주광역시 서구 금호동 813,35.12815734,126.8571603,폐기물수집및운반업,,51-99-00,전국,,2015-09-14,062-575-6620,광주광역시 서구청,2025-12-23,6290000,광주광역시
제암상사,광주광역시 서구 유덕로 6번길 30-29(유촌동),광주광역시 서구 유촌동 595-8,35.16785949,126.853222,폐기물수집및운반업,,51-99-00,전국,,2014-11-28,062-513-5658,광주광역시 서구청,2025-12-23,6290000,광주광역시
(유)남도자원화,"광주광역시 서구 상무오월로3번길 14-10, 2층(쌍촌동)",광주광역시 서구 쌍촌동 1296-3,35.15674908,126.8602977,폐기물수집및운반업,,51-38-01,전국,,2013-08-16,062-385-0255,광주광역시 서구청,2025-12-23,6290000,광주광역시
(유)아주환경,"광주광역시 서구 치평로 63, 2층(치평동)",광주광역시 서구 치평동 1168-5,35.15308247,126.8471623,폐기물수집및운반업,,51-38-01,전국,,2013-07-16,062-384-2286,광주광역시 서구청,2025-12-23,6290000,광주광역시
(주)만수환경,광주광역시 서구 하남대로 550번길 19-10(동천동),광주광역시 서구 동천동 152,35.1717717,126.8532439,폐기물수집및운반업,,51-99-00,전국,,2009-08-10,062-513-3812,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜에코비트에너지명성,광주광역시 서구 매월1로 50-4(매월동),광주광역시 서구 매월동 621-7,35.1111644,126.8553541,폐기물수집및운반업,,51-99-00,전국,,1998-06-18,062-675-4200,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜대명크린,"광주광역시 서구 매월2로 53, 11동 210호(매월동)",광주광역시 서구 매월동 948,35.11622254,126.8602858,폐기물수집및운반업,,51-99-00,전국,,1998-12-21,,광주광역시 서구청,2025-12-23,6290000,광주광역시
대원산업,광주광역시 서구 풍서좌로 305-1(세하동),광주광역시 서구 세하동 930-2,35.12792304,126.8365887,폐기물중간재활용업,파쇄,51-18-01+51-18-02+51-18-99,전국,파쇄분쇄시설,2015-12-14,062-373-7654,광주광역시 서구청,2025-12-23,6290000,광주광역시
거성산업,광주광역시 서구 벽진학두길 19(벽진동),광주광역시 서구 벽진동 213-9,35.13135215,126.8369899,폐기물중간재활용업,파쇄,51-18-01+51-18-02+51-18-99,전국,파쇄분쇄시설,2015-12-08,062-943-9606,광주광역시 서구청,2025-12-23,6290000,광주광역시
정주산업(유),광주광역시 서구 하남대로550번길39-6(동천동),광주광역시 서구 동천동 200,35.1700396,126.8521376,폐기물중간재활용업,,51-03-01+51-03-02+51-27-03,전국,,2015-07-31,062-251-1178,광주광역시 서구청,2025-12-23,6290000,광주광역시
㈜에코비트에너지명성,광주광역시 서구 매월1로 50-4(매월동),광주광역시 서구 매월동 621-7,35.1111644,126.8553541,폐기물중간처분업,,51-99-00+91-99-00,전국,,1999-03-29,062-675-4200,광주광역시 서구청,2025-12-23,6290000,광주광역시
(유)국제비철금속,광주광역시 광산구 도천남길 65(도천동),,35.20874956,126.8192265,폐기물중간재활용업,기타,51-03-01+51-03-99+51-29-01+51-29-02,전국,,2013-06-07,062-955-4948,광주광역시 광산구청,2025-12-23,6290000,광주광역시
광주전남재향군인회,광주광역시 광산구 도천남길 41-46(도천동),,35.20661154,126.8186678,폐기물중간재활용업,기타,51-03-99+51-29-01+51-29-02,전국,,2013-04-30,062-954-0400,광주광역시 광산구청,2025-12-23,6290000,광주광역시
해남의류자원,광주광역시 광산구 쌍내길 15(대산동),,35.1358006,126.6634263,폐기물중간재활용업,기타,51-03-01+51-03-03+51-27-03,전국,,2012-11-29,062-373-8937,광주광역시 광산구청,2025-12-23,6290000,광주광역시
솔라뱅크(유),광주광역시 광산구 금동학동길 306-16(덕림동),,35.1901422,126.6732882,폐기물중간재활용업,기타,51-03-01+51-03-02+51-03-03+51-03-04+51-03-05+51-03-06+51-03-07+51-03-08+51-03-99+51-15-01+51-15-02,전국,,2012-05-31,062-944-1488,광주광역시 광산구청,2025-12-23,6290000,광주광역시
신흥자원㈜,광주광역시 광산구 북문대로420번길150(신창동),,35.19200224,126.8555272,폐기물중간재활용업,기타,51-03-06+,전국,,2012-02-13,062-955-3377,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜반도기연,광주광역시 광산구 용아로 627(오선동),,35.19950633,126.8041254,폐기물중간재활용업,기타,51-03-99,전국,,2012-01-11,062-954-3247,광주광역시 광산구청,2025-12-23,6290000,광주광역시
한영기업,광주광역시 광산구 하남산단6번로 24(오선동),,35.20186839,126.797964,폐기물중간재활용업,기타,51-03-01+,전국,,2011-10-23,062-955-1637,광주광역시 광산구청,2025-12-23,6290000,광주광역시
한국전선가공,광주광역시 광산구 풍영정길 93(신창동),,35.18245984,126.844724,폐기물중간재활용업,기타,51-03-99,전국,,2011-10-21,062-956-7181,광주광역시 광산구청,2025-12-23,6290000,광주광역시
초당환경(유),광주광역시 광산구 금동학동길 306-23(덕림동),광주광역시 광산구 덕림동 730-5,35.18886538,126.6718979,폐기물중간처분업,기타,00-00-00,전국,소각시설(3.2톤/시),2008-01-28,062-944-1488,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜고속에너지,광주광역시 광산구 평동로 987(장록동),광주광역시 광산구 장록동 57-1,35.1299903,126.7773748,폐기물중간처분업,기타,00-00-00,전국,파쇄시설(5톤/시),2010-05-12,062-944-5870,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜슬로,광주광역시 광산구 체암로1826(삼거동),,35.14988788,126.6719298,폐기물중간재활용업,기타,51-03-01+51-03-99,전국,,2019-08-19,062-941-8603,광주광역시 광산구청,2025-12-23,6290000,광주광역시
연합기업㈜,광주광역시 광산구 평동산단외로 303(송촌동),,35.13988651,126.7716027,폐기물중간재활용업,기타,51-03-06+,전국,,2019-07-23,062-945-6480,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜디에스케미칼,광주광역시 광산구 노안삼도로 813-12(삼거동),,35.11457079,126.683158,폐기물중간재활용업,기타,51-03-01+,전국,,2019-05-08,062-943-4888,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜극동에너지,광주광역시 광산구 평동산단외로 309(송촌동),,35.14021256,126.7732007,폐기물중간재활용업,기타,51-03-01+51-03-02+51-03-03+51-03-04+51-03-05+51-03-06+51-03-07+51-03-09+51-03-99+51-20-01+51-20-02,전국,,2018-12-27,062-959-1815,광주광역시 광산구청,2025-12-23,6290000,광주광역시
케이엠산업㈜,광주광역시 광산구 풍영정길 297-21(신창동),,35.19323164,126.8560133,폐기물중간재활용업,기타,51-03-01+51-03-02+51-03-03+51-03-04+51-03-05+51-03-06+51-03-07+51-03-08+51-03-99+51-20-01+51-20-02,전국,,2018-10-30,062-251-2778,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜성신 광주지점,광주광역시 광산구 평동매화길 3-5(지죽동),,35.14022558,126.7565429,폐기물중간재활용업,기타,51-03-01+,전국,,2017-04-03,062-944-9523,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜대운 광주지점,광주광역시 광산구 평동영천안길 54(지죽동),,35.13792683,126.7559577,폐기물중간재활용업,기타,51-03-01+,전국,,2016-05-30,062-945-4242,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜삼원종합상사,광주광역시 광산구 용아로 487(하남동),,35.18703388,126.8038601,폐기물중간재활용업,기타,51-03-99,전국,,2016-03-31,062-716-3000,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜동부화학,광주광역시 광산구 체암로1824(삼거동),,35.15032645,126.6712507,폐기물중간재활용업,기타,51-03-01+51-03-99,전국,,2015-06-19,062-943-5933,광주광역시 광산구청,2025-12-23,6290000,광주광역시
(유)현대수지,광주광역시 광산구 평동산단외로 229(지죽동),,35.14042545,126.7640836,폐기물중간재활용업,기타,51-03-01+,전국,,2013-12-06,062-944-6489,광주광역시 광산구청,2025-12-23,6290000,광주광역시
고려환경산업,광주광역시 광산구 대산로 76-25(대산동),,35.14062364,126.6684492,폐기물중간재활용업,기타,51-03-01+,전국,,2013-11-06,062-943-9887,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜황포자원,광주광역시 광산구 북문대로420번길130(신창동),,35.19207678,126.8546196,폐기물중간재활용업,기타,51-03-99,전국,,2013-07-23,062-956-2102,광주광역시 광산구청,2025-12-23,6290000,광주광역시
동양스티로폴공업㈜,광주광역시 광산구 어등대로621번길15-11(소촌동),,35.14959143,126.7901327,폐기물중간재활용업,기타,51-03-06+,전국,,2013-07-22,062-943-0009,광주광역시 광산구청,2025-12-23,6290000,광주광역시
녹진케미칼,광주광역시 광산구 도천북길90(도천동),,35.21509127,126.817895,폐기물중간재활용업,기타,51-03-01+,전국,,2013-07-22,,광주광역시 광산구청,2025-12-23,6290000,광주광역시
명창비철,광주광역시 광산구 하남산단3번로14-66(장덕동),,35.18833492,126.8037063,폐기물중간재활용업,기타,51-03-99,전국,,2013-07-15,062-955-9735,광주광역시 광산구청,2025-12-23,6290000,광주광역시
대우비철,광주광역시 광산구 사암로 776(도천동),,35.21183214,126.8184766,폐기물중간재활용업,기타,51-03-99+51-29-01+51-29-02,전국,,2013-06-25,062-952-2344,광주광역시 광산구청,2025-12-23,6290000,광주광역시
평동푸른자원,광주광역시 광산구 평동산단외로 133(지죽동),,35.13726316,126.7559557,폐기물종합재활용업,기타,51-03-01+,전국,,2013-11-05,062-943-3171,광주광역시 광산구청,2025-12-23,6290000,광주광역시
대흥산업,광주광역시 광산구 평동산단외로 183(지죽동),,35.14046131,126.7589896,폐기물종합재활용업,기타,51-03-01+,전국,,2013-07-18,062-946-1313,광주광역시 광산구청,2025-12-23,6290000,광주광역시
정오자원,광주광역시 광산구 하남산단3번로 14-18(장덕동),,35.18830331,126.7983993,폐기물종합재활용업,기타,51-03-01+,전국,,2013-07-15,062-952-9363,광주광역시 광산구청,2025-12-23,6290000,광주광역시
(유)초지,광주광역시 광산구 대산로 230-19(내산동),,35.1454891,126.6626144,폐기물종합재활용업,기타,51-17-29+51-17-19,전국,,2013-07-10,062-944-4768,광주광역시 광산구청,2025-12-23,6290000,광주광역시
㈜성철환경개발,경기도 오산시 가장로 595-65 (가장동),,37.16144801,127.0421246,폐기물수집및운반업,,40-02-07+40-01-00,전국,파쇄시설 200톤/hr*1기 외,1998-04-01,031-375-1387,경기도 오산시청,2025-12-22,4000000,경기도 오산시
(주)케이지환경,경기도 오산시 경기대로 78-37 (갈곶동),,37.13210025,127.0753375,폐기물종합재활용업,,51-99-00,전국,"절단시설 7.5kW, 탈피시설 1.5kW외",2020-06-08,070-4280-5661,경기도 오산시청,2025-12-22,4000000,경기도 오산시
